6.551235914230346680e-01,1.000000000000000000e+00,6.827901005744934082e-01,7.343750000000000000e-01
6.191259622573852539e-01,1.000000000000000000e+00,6.685801148414611816e-01,7.343750000000000000e-01
5.740363001823425293e-01,1.000000000000000000e+00,6.534990072250366211e-01,7.187500000000000000e-01
5.085104107856750488e-01,1.000000000000000000e+00,6.415178179740905762e-01,7.187500000000000000e-01
4.608666598796844482e-01,1.000000000000000000e+00,5.654689669609069824e-01,8.906250000000000000e-01
4.150598645210266113e-01,1.000000000000000000e+00,6.102435588836669922e-01,7.343750000000000000e-01
3.756485581398010254e-01,1.000000000000000000e+00,5.905868411064147949e-01,7.500000000000000000e-01
3.490212261676788330e-01,1.000000000000000000e+00,5.851386189460754395e-01,7.500000000000000000e-01
3.265257775783538818e-01,1.000000000000000000e+00,6.042752861976623535e-01,7.187500000000000000e-01
3.005507290363311768e-01,1.000000000000000000e+00,4.871160387992858887e-01,8.750000000000000000e-01
3.108698725700378418e-01,1.000000000000000000e+00,5.233798027038574219e-01,8.125000000000000000e-01
3.524712920188903809e-01,1.000000000000000000e+00,5.711020827293395996e-01,7.343750000000000000e-01
2.901387512683868408e-01,1.000000000000000000e+00,5.632002949714660645e-01,7.500000000000000000e-01
3.208808004856109619e-01,1.000000000000000000e+00,4.825239479541778564e-01,8.281250000000000000e-01
2.903655767440795898e-01,1.000000000000000000e+00,5.642690658569335938e-01,7.343750000000000000e-01
2.503582835197448730e-01,1.000000000000000000e+00,5.150511860847473145e-01,7.812500000000000000e-01
2.252839654684066772e-01,1.000000000000000000e+00,6.694645881652832031e-01,6.718750000000000000e-01
1.794071346521377563e-01,1.000000000000000000e+00,5.339218378067016602e-01,7.656250000000000000e-01
1.644276380538940430e-01,1.000000000000000000e+00,4.297779202461242676e-01,8.437500000000000000e-01
1.498920470476150513e-01,1.000000000000000000e+00,4.723456799983978271e-01,8.125000000000000000e-01
1.336347013711929321e-01,1.000000000000000000e+00,5.034289956092834473e-01,7.968750000000000000e-01
1.190470457077026367e-01,1.000000000000000000e+00,6.654416322708129883e-01,7.031250000000000000e-01
1.094703525304794312e-01,1.000000000000000000e+00,5.545749068260192871e-01,7.656250000000000000e-01
1.100729554891586304e-01,1.000000000000000000e+00,5.505123138427734375e-01,7.812500000000000000e-01
1.070324108004570007e-01,1.000000000000000000e+00,3.883805572986602783e-01,8.593750000000000000e-01
1.088594272732734680e-01,1.000000000000000000e+00,6.288198232650756836e-01,7.500000000000000000e-01
9.435214102268218994e-02,1.000000000000000000e+00,6.845701336860656738e-01,7.187500000000000000e-01
7.699552178382873535e-02,1.000000000000000000e+00,4.943776130676269531e-01,8.125000000000000000e-01
7.239463180303573608e-02,1.000000000000000000e+00,4.786179661750793457e-01,8.281250000000000000e-01
7.339818775653839111e-02,1.000000000000000000e+00,5.681412816047668457e-01,7.968750000000000000e-01
9.224336594343185425e-02,1.000000000000000000e+00,7.323956489562988281e-01,7.343750000000000000e-01
8.770252764225006104e-02,1.000000000000000000e+00,5.168942213058471680e-01,8.281250000000000000e-01
4.580740258097648621e-02,1.000000000000000000e+00,6.444278359413146973e-01,7.812500000000000000e-01
3.495138511061668396e-02,1.000000000000000000e+00,4.658320248126983643e-01,8.437500000000000000e-01
2.923817373812198639e-02,1.000000000000000000e+00,8.217119574546813965e-01,7.187500000000000000e-01
2.201189287006855011e-02,1.000000000000000000e+00,6.345177888870239258e-01,7.968750000000000000e-01
1.515469513833522797e-02,1.000000000000000000e+00,7.211095690727233887e-01,7.812500000000000000e-01
1.141541171818971634e-02,1.000000000000000000e+00,8.872997164726257324e-01,7.187500000000000000e-01
8.236006833612918854e-03,1.000000000000000000e+00,8.237434625625610352e-01,7.500000000000000000e-01
5.721894092857837677e-03,1.000000000000000000e+00,7.170189023017883301e-01,7.656250000000000000e-01
3.745587076991796494e-03,1.000000000000000000e+00,8.449044227600097656e-01,7.343750000000000000e-01
2.375262090936303139e-03,1.000000000000000000e+00,8.019916415214538574e-01,7.500000000000000000e-01
2.533961320295929909e-03,1.000000000000000000e+00,8.960395455360412598e-01,7.187500000000000000e-01
1.712185214273631573e-03,1.000000000000000000e+00,7.383885979652404785e-01,7.812500000000000000e-01
8.324748487211763859e-04,1.000000000000000000e+00,6.533281803131103516e-01,7.968750000000000000e-01
8.666394860483705997e-04,1.000000000000000000e+00,8.051366209983825684e-01,7.656250000000000000e-01
8.245021454058587551e-04,1.000000000000000000e+00,8.250445127487182617e-01,7.500000000000000000e-01
5.334009183570742607e-04,1.000000000000000000e+00,7.240337133407592773e-01,7.812500000000000000e-01
8.447063155472278595e-04,1.000000000000000000e+00,5.786595344543457031e-01,8.281250000000000000e-01
8.325194357894361019e-04,1.000000000000000000e+00,1.055613875389099121e+00,7.031250000000000000e-01
